date,max_risk,avg_risk,had_critical,had_warning
2025-08-13,0.2426931,0.0839371,False,False
2025-08-14,0.9441943,0.7008895,True,True
2025-08-15,0.8240542,0.410566,True,True
2025-08-16,0.1181265,0.0402578,False,False
2025-08-17,0.0992318,0.0346856,False,False
2025-08-18,0.4307632,0.1606853,False,True
2025-08-19,0.2668709,0.1431035,False,False
2025-08-20,0.5959481,0.3185671,False,True
2025-08-21,0.2636401,0.0815971,False,False
2025-08-22,0.0518655,0.0399423,False,False
2025-08-23,0.1285113,0.0884269,False,False
2025-08-24,0.0441175,0.0184949,False,False
2025-08-25,0.184387,0.0611065,False,False
2025-08-26,0.4949334,0.2811355,False,True
2025-08-27,0.1710133,0.1127443,False,False
2025-08-28,0.010438,0.0049727,False,False
2025-08-29,0.0624479,0.0395987,False,False
2025-08-30,0.1109691,0.0861899,False,False
2025-08-31,0.2301955,0.1274849,False,False
2025-09-01,0.2545328,0.0819003,False,False
2025-09-02,0.1145247,0.0771505,False,False
2025-09-03,0.0289167,0.0121613,False,False
2025-09-04,0.0390259,0.0230624,False,False
2025-09-05,0.3520297,0.1676188,False,True
2025-09-06,0.1899828,0.1358741,False,False
2025-09-07,0.2846294,0.1534908,False,False
2025-09-08,0.0477587,0.0314263,False,False
2025-09-09,0.7110582,0.2849889,True,True
2025-09-10,0.6454583,0.2954895,False,True
2025-09-11,0.1215027,0.0859878,False,False
2025-09-12,0.0202538,0.0126272,False,False
2025-09-13,0.2513988,0.0814286,False,False
2025-09-14,0.0865006,0.060522,False,False
2025-09-15,0.1220061,0.0634271,False,False
2025-09-16,0.801372,0.3152666,True,True
2025-09-17,0.1128571,0.0788471,False,False
2025-09-18,0.0331312,0.0169715,False,False
2025-09-19,0.2886275,0.1126306,False,False
2025-09-20,0.0387274,0.017968,False,False
2025-09-21,0.1348564,0.0888476,False,False
2025-09-22,0.1342943,0.0703118,False,False
2025-09-23,0.6555268,0.3981839,False,True
2025-09-24,0.1890514,0.1315304,False,False
2025-09-25,0.1979315,0.0995804,False,False
2025-09-26,0.2199714,0.0835877,False,False
2025-09-27,0.2476274,0.1582449,False,False
2025-09-28,0.0453444,0.0189539,False,False
2025-09-29,0.1114022,0.086307,False,False
2025-09-30,0.0529627,0.0278034,False,False
2025-10-01,0.134303,0.0454539,False,False
2025-10-02,0.112746,0.0515467,False,False
2025-10-03,0.2789456,0.0872979,False,False
2025-10-04,0.1549687,0.1172759,False,False
2025-10-05,0.2269901,0.1480018,False,False
2025-10-06,0.1813256,0.1173159,False,False
2025-10-07,0.7598533,0.2795228,True,True
2025-10-08,0.0583438,0.0383135,False,False
2025-10-09,0.9423435,0.7385906,True,True
2025-10-10,0.8996841,0.5890864,True,True
2025-10-11,0.0913014,0.0410837,False,False
2025-10-12,0.2086779,0.1356635,False,False
2025-10-13,0.1112178,0.0458352,False,False
2025-10-14,0.9368276,0.3919388,True,True
2025-10-15,0.111051,0.0650913,False,False
2025-10-16,0.2852433,0.1040812,False,False
2025-10-17,0.3256418,0.1625213,False,True
2025-10-18,0.4866794,0.2459666,False,True
2025-10-19,0.1709721,0.0620053,False,False
2025-10-20,0.0307662,0.0163958,False,False
2025-10-21,0.0459337,0.0328209,False,False
2025-10-22,0.1745801,0.1193937,False,False
2025-10-23,0.1508019,0.1107046,False,False
2025-10-24,0.5020598,0.2269623,False,True
2025-10-25,0.2717266,0.1121511,False,False
2025-10-26,0.8551504,0.3779971,True,True
2025-10-27,0.0649645,0.0505538,False,False
2025-10-28,0.1850063,0.1123384,False,False
2025-10-29,0.1894765,0.1129098,False,False
2025-10-30,0.0579362,0.0354708,False,False
2025-10-31,0.8009483,0.6102945,True,True
2025-11-01,0.2518587,0.085786,False,False
2025-11-02,0.9305357,0.4022966,True,True
2025-11-03,0.1701984,0.1036601,False,False
2025-11-04,0.2589191,0.1483059,False,False
2025-11-05,0.0945864,0.039957,False,False
2025-11-06,0.4583761,0.2414597,False,True
2025-11-07,0.0542625,0.0275551,False,False
2025-11-08,0.1052539,0.039137,False,False
2025-11-09,0.4245334,0.3370845,False,True
2025-11-10,0.1216407,0.0827561,False,False
2025-11-11,0.0397315,0.0167218,False,False
2025-11-12,0.1358869,0.0503378,False,False
2025-11-13,0.2747078,0.2011086,False,False
2025-11-14,0.279552,0.209987,False,False
2025-11-15,0.6641631,0.4387224,False,True
2025-11-16,0.0546159,0.0435827,False,False
2025-11-17,0.2561412,0.1405409,False,False
2025-11-18,0.1201078,0.0634908,False,False
2025-11-19,0.1733364,0.056218,False,False
2025-11-20,0.1773053,0.1279124,False,False
2025-11-21,0.0900095,0.0273709,False,False
2025-11-22,0.0475018,0.020532,False,False
2025-11-23,0.1229111,0.0396537,False,False
2025-11-24,0.1673087,0.0805193,False,False
2025-11-25,0.1181777,0.0620642,False,False
2025-11-26,0.2410872,0.1474539,False,False
2025-11-27,0.0460257,0.0160326,False,False
2025-11-28,0.2863005,0.1657439,False,False
2025-11-29,0.0503949,0.030299,False,False
2025-11-30,0.0212714,0.0067953,False,False
2025-12-01,0.6135467,0.3433814,False,True
2025-12-02,0.2600769,0.0962,False,False
2025-12-03,0.7952405,0.3948189,True,True
2025-12-04,0.2459285,0.1467855,False,False
2025-12-05,0.1527199,0.0832206,False,False
2025-12-06,0.1429699,0.0440803,False,False
2025-12-07,0.0406893,0.0206812,False,False
2025-12-08,0.2616548,0.1925909,False,False
2025-12-09,0.1771347,0.0766577,False,False
2025-12-10,0.2821759,0.1662685,False,False
2025-12-11,0.0243794,0.0131703,False,False
2025-12-12,0.2119312,0.145661,False,False
2025-12-13,0.2400652,0.101091,False,False
2025-12-14,0.2061459,0.0815085,False,False
2025-12-15,0.1272585,0.0644539,False,False
2025-12-16,0.1505095,0.0911695,False,False
2025-12-17,0.2475456,0.1642963,False,False
2025-12-18,0.5022865,0.2915489,False,True
2025-12-19,0.8430329,0.4117477,True,True
2025-12-20,0.8374394,0.4744626,True,True
2025-12-21,0.1992432,0.1462101,False,False
2025-12-22,0.2350227,0.1015724,False,False
2025-12-23,0.2780545,0.1222058,False,False
2025-12-24,0.273616,0.2164659,False,False
2025-12-25,0.5749114,0.3708868,False,True
2025-12-26,0.144345,0.0837553,False,False
2025-12-27,0.9157776,0.4065088,True,True
2025-12-28,0.1620934,0.1212264,False,False
2025-12-29,0.1066377,0.0732102,False,False
2025-12-30,0.0217786,0.0169363,False,False
2025-12-31,0.2687227,0.1687541,False,False
2026-01-01,0.3834549,0.2737775,False,True
2026-01-02,0.167365,0.0729395,False,False
2026-01-03,0.2174495,0.0912507,False,False
2026-01-04,0.2634516,0.1087623,False,False
2026-01-05,0.0380554,0.0177013,False,False
2026-01-06,0.2007338,0.0740173,False,False
2026-01-07,0.9923953,0.3760886,True,True
2026-01-08,0.2565813,0.1380022,False,False
2026-01-09,0.2216551,0.0983312,False,False
2026-01-10,0.0265655,0.0181804,False,False
2026-01-11,0.0750217,0.0502153,False,False
2026-01-12,0.3145463,0.2392865,False,True
2026-01-13,0.2445294,0.1875446,False,False
2026-01-14,0.2441369,0.1694262,False,False
2026-01-15,0.2197209,0.1617465,False,False
2026-01-16,0.0204905,0.0092043,False,False
2026-01-17,0.2699674,0.1262154,False,False
2026-01-18,0.1895675,0.1065671,False,False
2026-01-19,0.352338,0.194528,False,True
2026-01-20,0.2364679,0.1100385,False,False
2026-01-21,0.5528313,0.3644812,False,True
2026-01-22,0.1043914,0.0467164,False,False
2026-01-23,0.0640852,0.0388021,False,False
2026-01-24,0.1235373,0.0634798,False,False
2026-01-25,0.1222333,0.0424996,False,False
2026-01-26,0.8427588,0.6471652,True,True
2026-01-27,0.1174008,0.0614438,False,False
2026-01-28,0.1022951,0.06048,False,False
2026-01-29,0.0832349,0.0399341,False,False
2026-01-30,0.1969801,0.1049308,False,False
2026-01-31,0.2021006,0.1539103,False,False
2026-02-01,0.600238,0.3872407,False,True
2026-02-02,0.273378,0.1322526,False,False
2026-02-03,0.278061,0.1499002,False,False
2026-02-04,0.2868746,0.1396541,False,False
2026-02-05,0.6559908,0.4452047,False,True
2026-02-06,0.6219854,0.4235284,False,True
2026-02-07,0.1768281,0.1226631,False,False
2026-02-08,0.1578885,0.0759274,False,False
2026-02-09,0.7335504,0.5240389,True,True
2026-02-10,0.7604449,0.4321837,True,True
2026-02-11,0.2492561,0.1298426,False,False
2026-02-12,0.210737,0.1147282,False,False
2026-02-13,0.4737382,0.1552999,False,True
2026-02-14,0.1263189,0.073512,False,False
2026-02-15,0.198375,0.0900791,False,False
2026-02-16,0.081248,0.0244969,False,False
2026-02-17,0.0304483,0.0155849,False,False
2026-02-18,0.5110538,0.1687131,False,True
2026-02-19,0.6845935,0.3669665,False,True
2026-02-20,0.0603948,0.022208,False,False
2026-02-21,0.2142011,0.167482,False,False
2026-02-22,0.2595734,0.1360862,False,False
2026-02-23,0.8128714,0.2764779,True,True
2026-02-24,0.9614916,0.3523818,True,True
2026-02-25,0.3462669,0.2757751,False,True
2026-02-26,0.0456572,0.0360401,False,False
2026-02-27,0.59491,0.4695299,False,True
2026-02-28,0.2113463,0.1082228,False,False
2026-03-01,0.0743059,0.0394054,False,False
2026-03-02,0.0627745,0.0463027,False,False
2026-03-03,0.3125648,0.1969467,False,True
2026-03-04,0.2721466,0.2026188,False,False
2026-03-05,0.0288415,0.0172176,False,False
2026-03-06,0.1981666,0.1458717,False,False
2026-03-07,0.0223863,0.0116293,False,False
2026-03-08,0.221228,0.1522119,False,False
2026-03-09,0.2881754,0.1201924,False,False
2026-03-10,0.872257,0.5135303,True,True
2026-03-11,0.6191692,0.2590926,False,True
2026-03-12,0.6844213,0.3837041,False,True
2026-03-13,0.0870431,0.0503422,False,False
2026-03-14,0.2158594,0.0836599,False,False
2026-03-15,0.1656382,0.0535744,False,False
2026-03-16,0.1901285,0.0932727,False,False
2026-03-17,0.2049664,0.1033296,False,False
2026-03-18,0.0614861,0.0349834,False,False
2026-03-19,0.0730965,0.0532706,False,False
2026-03-20,0.139647,0.0459176,False,False
2026-03-21,0.1266222,0.071541,False,False
2026-03-22,0.0813988,0.0378611,False,False
2026-03-23,0.1359403,0.0660043,False,False
2026-03-24,0.2422338,0.0789121,False,False
2026-03-25,0.1793914,0.0573647,False,False
2026-03-26,0.2353022,0.1397205,False,False
2026-03-27,0.0707646,0.0286204,False,False
2026-03-28,0.7906532,0.5965455,True,True
2026-03-29,0.0632066,0.042395,False,False
2026-03-30,0.594189,0.4499322,False,True
2026-03-31,0.2070552,0.1031789,False,False
2026-04-01,0.1000522,0.044176,False,False
2026-04-02,0.191642,0.0870459,False,False
2026-04-03,0.2571873,0.1370814,False,False
2026-04-04,0.5817413,0.3960579,False,True
2026-04-05,0.0668757,0.0305261,False,False
2026-04-06,0.2519438,0.1689601,False,False
2026-04-07,0.1649272,0.0976395,False,False
2026-04-08,0.415125,0.1652596,False,True
2026-04-09,0.1695411,0.071693,False,False
2026-04-10,0.2741701,0.128526,False,False
2026-04-11,0.4905622,0.3246437,False,True
2026-04-12,0.4797233,0.3196809,False,True
2026-04-13,0.0491884,0.0281984,False,False
2026-04-14,0.2590221,0.2059645,False,False
2026-04-15,0.8566594,0.6163958,True,True
2026-04-16,0.2390389,0.0775101,False,False
2026-04-17,0.0484976,0.029843,False,False
2026-04-18,0.0522883,0.0214047,False,False
2026-04-19,0.026926,0.0166635,False,False
2026-04-20,0.9729127,0.6125869,True,True
2026-04-21,0.1590195,0.0804113,False,False
2026-04-22,0.212214,0.1205098,False,False
2026-04-23,0.1506205,0.0977421,False,False
2026-04-24,0.2731193,0.1064164,False,False
2026-04-25,0.8567912,0.3602673,True,True
2026-04-26,0.0806771,0.0385008,False,False
2026-04-27,0.3308175,0.2579215,False,True
2026-04-28,0.0780982,0.0506559,False,False
2026-04-29,0.2418574,0.0823061,False,False
2026-04-30,0.8943184,0.2824635,True,True
2026-05-01,0.1156075,0.0621971,False,False
2026-05-02,0.2067966,0.0705886,False,False
2026-05-03,0.5515138,0.2568043,False,True
2026-05-04,0.9911781,0.7408022,True,True
2026-05-05,0.7687002,0.5770144,True,True
2026-05-06,0.1686996,0.0734767,False,False
2026-05-07,0.9046442,0.3982122,True,True
2026-05-08,0.1942706,0.0757028,False,False
2026-05-09,0.3061067,0.1235383,False,True
2026-05-10,0.2397934,0.1703615,False,False
2026-05-11,0.7894838,0.4594631,True,True
2026-05-12,0.2478439,0.1582527,False,False
2026-05-13,0.1174769,0.0786946,False,False
2026-05-14,0.5688311,0.1929554,False,True
2026-05-15,0.4348852,0.1517066,False,True
2026-05-16,0.0312851,0.0188519,False,False
2026-05-17,0.1767704,0.1386694,False,False
2026-05-18,0.1875544,0.1297453,False,False
2026-05-19,0.0738787,0.0425925,False,False
2026-05-20,0.0620066,0.036766,False,False
2026-05-21,0.2262069,0.1012705,False,False
2026-05-22,0.0305819,0.0132721,False,False
2026-05-23,0.2294893,0.0865492,False,False
2026-05-24,0.1109961,0.038378,False,False
2026-05-25,0.832976,0.5669845,True,True
2026-05-26,0.0344432,0.0177551,False,False
2026-05-27,0.1534834,0.0539719,False,False
2026-05-28,0.1651815,0.0988549,False,False
2026-05-29,0.6368501,0.1949846,False,True
2026-05-30,0.2281673,0.151143,False,False
2026-05-31,0.2879645,0.12134,False,False
2026-06-01,0.2018885,0.0776768,False,False
2026-06-02,0.0851539,0.0317596,False,False
2026-06-03,0.0872693,0.0392604,False,False
2026-06-04,0.4408387,0.3403765,False,True
2026-06-05,0.493363,0.3001297,False,True
2026-06-06,0.0479371,0.0145433,False,False
2026-06-07,0.2456517,0.1203558,False,False
2026-06-08,0.4716869,0.2430641,False,True
2026-06-09,0.5539044,0.3307897,False,True
2026-06-10,0.1788992,0.1158634,False,False
2026-06-11,0.0597384,0.0298166,False,False
2026-06-12,0.2157648,0.1330085,False,False
2026-06-13,0.9338103,0.4323011,True,True
2026-06-14,0.2300426,0.1109973,False,False
2026-06-15,0.7597402,0.6067532,True,True
2026-06-16,0.224933,0.0705071,False,False
2026-06-17,0.6677602,0.2703255,False,True
2026-06-18,0.6241999,0.2088444,False,True
2026-06-19,0.6100678,0.3883013,False,True
2026-06-20,0.0947931,0.0404142,False,False
2026-06-21,0.1284758,0.0627598,False,False
2026-06-22,0.1774215,0.1048778,False,False
2026-06-23,0.2685788,0.1973562,False,False
2026-06-24,0.0202942,0.015915,False,False
2026-06-25,0.6167958,0.3681716,False,True
2026-06-26,0.7327015,0.3107501,True,True
2026-06-27,0.0565748,0.0343035,False,False
2026-06-28,0.1906087,0.1188201,False,False
2026-06-29,0.7991474,0.5578972,True,True
2026-06-30,0.0376098,0.0154576,False,False
2026-07-01,0.5176174,0.3332588,False,True
2026-07-02,0.1147535,0.0609951,False,False
2026-07-03,0.2033224,0.0763216,False,False
2026-07-04,0.8443486,0.3780285,True,True
2026-07-05,0.7256706,0.5193326,True,True
2026-07-06,0.4358482,0.205517,False,True
2026-07-07,0.5032348,0.2386089,False,True
2026-07-08,0.2121583,0.1116427,False,False
2026-07-09,0.0225113,0.0147537,False,False
2026-07-10,0.1060618,0.0376181,False,False
2026-07-11,0.6626698,0.4441509,False,True
2026-07-12,0.1645349,0.0765901,False,False
2026-07-13,0.1393752,0.0974062,False,False
2026-07-14,0.0621883,0.0390949,False,False
2026-07-15,0.2164687,0.1605221,False,False
2026-07-16,0.1302748,0.0393723,False,False
2026-07-17,0.0879366,0.0573241,False,False
2026-07-18,0.5251657,0.3674853,False,True
2026-07-19,0.112422,0.0448043,False,False
2026-07-20,0.1977964,0.107748,False,False
2026-07-21,0.7937078,0.3923453,True,True
2026-07-22,0.041985,0.0199845,False,False
2026-07-23,0.0583077,0.03713,False,False
2026-07-24,0.6582862,0.3917357,False,True
2026-07-25,0.097692,0.0409609,False,False
2026-07-26,0.1145257,0.0424523,False,False
2026-07-27,0.1769992,0.1039699,False,False
2026-07-28,0.1462677,0.0831809,False,False
2026-07-29,0.9782778,0.3782192,True,True
2026-07-30,0.0908737,0.0357633,False,False
2026-07-31,0.5415699,0.3968414,False,True
2026-08-01,0.8448981,0.3359013,True,True
2026-08-02,0.167243,0.1047836,False,False
2026-08-03,0.1476832,0.096743,False,False
2026-08-04,0.056831,0.0331154,False,False
2026-08-05,0.3860065,0.1221122,False,True
2026-08-06,0.0908277,0.0627047,False,False
2026-08-07,0.2263133,0.123942,False,False
2026-08-08,0.1703599,0.0739267,False,False
2026-08-09,0.2874502,0.1641403,False,False
2026-08-10,0.5964016,0.3105363,False,True
2026-08-11,0.1290433,0.0862002,False,False
2026-08-12,0.0793089,0.0584828,False,False
2026-08-13,0.0835883,0.0611114,False,False
2026-08-14,0.2522813,0.0904915,False,False
2026-08-15,0.3818525,0.2553854,False,True
2026-08-16,0.2510936,0.1519445,False,False
2026-08-17,0.1825223,0.1263829,False,False
2026-08-18,0.6141218,0.3592841,False,True
2026-08-19,0.1771202,0.0680476,False,False
2026-08-20,0.7874978,0.4617633,True,True
2026-08-21,0.8538101,0.6404239,True,True
2026-08-22,0.3528797,0.2382104,False,True
2026-08-23,0.0266,0.0116684,False,False
2026-08-24,0.2063994,0.0756135,False,False
2026-08-25,0.1001871,0.042457,False,False
2026-08-26,0.4531533,0.1681588,False,True
2026-08-27,0.1857876,0.0905875,False,False
2026-08-28,0.2324876,0.1591243,False,False
2026-08-29,0.2199447,0.1423816,False,False
2026-08-30,0.4773313,0.2596788,False,True
2026-08-31,0.2532942,0.1832795,False,False
2026-09-01,0.2822021,0.1742373,False,False
2026-09-02,0.2480297,0.1730848,False,False
2026-09-03,0.281076,0.2002452,False,False
2026-09-04,0.1004022,0.0443573,False,False
2026-09-05,0.0465664,0.033817,False,False
2026-09-06,0.6487203,0.4418609,False,True
2026-09-07,0.1853303,0.1331322,False,False
2026-09-08,0.2702412,0.1024192,False,False
2026-09-09,0.2877147,0.1478565,False,False
2026-09-10,0.9719128,0.7202592,True,True
2026-09-11,0.2548385,0.1881466,False,False
2026-09-12,0.1109219,0.0378477,False,False
2026-09-13,0.1916951,0.0624722,False,False
2026-09-14,0.2132767,0.1445197,False,False
2026-09-15,0.0355358,0.012352,False,False
2026-09-16,0.0318228,0.0189931,False,False
2026-09-17,0.1346187,0.0409283,False,False
2026-09-18,0.0437663,0.0319568,False,False
2026-09-19,0.1437561,0.0595831,False,False
2026-09-20,0.2356679,0.082861,False,False
2026-09-21,0.0937915,0.0460854,False,False
2026-09-22,0.6410539,0.3979586,False,True
2026-09-23,0.0291553,0.0169581,False,False
2026-09-24,0.0559526,0.0266107,False,False
2026-09-25,0.2195153,0.16682,False,False
2026-09-26,0.1338675,0.0547013,False,False
2026-09-27,0.3546051,0.1282176,False,True
2026-09-28,0.4370989,0.2249723,False,True
2026-09-29,0.3966367,0.2468311,False,True
2026-09-30,0.1782797,0.1177698,False,False
2026-10-01,0.2735582,0.0857365,False,False
2026-10-02,0.6415726,0.258376,False,True
2026-10-03,0.062821,0.0311514,False,False
2026-10-04,0.2294644,0.1599112,False,False
2026-10-05,0.118048,0.049644,False,False
2026-10-06,0.0298834,0.0222441,False,False
2026-10-07,0.1111075,0.0509135,False,False
2026-10-08,0.2449125,0.1250111,False,False
2026-10-09,0.0583757,0.0312606,False,False
2026-10-10,0.7218246,0.4285341,True,True
2026-10-11,0.070408,0.0536009,False,False
2026-10-12,0.8189945,0.3630143,True,True
2026-10-13,0.5991729,0.3066493,False,True
2026-10-14,0.1893504,0.1077077,False,False
2026-10-15,0.0334072,0.0113421,False,False
2026-10-16,0.9913197,0.3744101,True,True
2026-10-17,0.1742024,0.1187385,False,False
2026-10-18,0.1900833,0.086504,False,False
2026-10-19,0.2769598,0.1161344,False,False
2026-10-20,0.2688958,0.0962629,False,False
2026-10-21,0.025408,0.0160843,False,False
2026-10-22,0.0591809,0.018129,False,False
2026-10-23,0.0131782,0.0072244,False,False
2026-10-24,0.1548224,0.110118,False,False
2026-10-25,0.1141234,0.0770205,False,False
2026-10-26,0.585845,0.210335,False,True
2026-10-27,0.4306543,0.2216415,False,True
2026-10-28,0.0836259,0.0658575,False,False
2026-10-29,0.1489213,0.0827095,False,False
2026-10-30,0.2506207,0.0960982,False,False
2026-10-31,0.2265321,0.1692499,False,False
2026-11-01,0.0422934,0.0283531,False,False
2026-11-02,0.2504329,0.0766685,False,False
2026-11-03,0.1119134,0.0850669,False,False
2026-11-04,0.2788958,0.0886001,False,False
2026-11-05,0.5784681,0.3631921,False,True
2026-11-06,0.0795137,0.0602656,False,False
2026-11-07,0.2412792,0.1413336,False,False
2026-11-08,0.1985312,0.0647879,False,False
2026-11-09,0.1544168,0.0498711,False,False
2026-11-10,0.2555575,0.1873278,False,False
2026-11-11,0.4211721,0.1445432,False,True
2026-11-12,0.1132974,0.0505077,False,False
2026-11-13,0.5884346,0.2479028,False,True
2026-11-14,0.2821202,0.225384,False,False
2026-11-15,0.5856607,0.3357473,False,True
2026-11-16,0.3587209,0.2748515,False,True
2026-11-17,0.1616327,0.0998843,False,False
2026-11-18,0.0126865,0.005931,False,False
2026-11-19,0.4467472,0.2988923,False,True
2026-11-20,0.0674544,0.0533941,False,False
2026-11-21,0.2791318,0.2194756,False,False
2026-11-22,0.0883511,0.0284446,False,False
2026-11-23,0.2467412,0.1249814,False,False
2026-11-24,0.4787986,0.3226862,False,True
2026-11-25,0.1515198,0.0937313,False,False
2026-11-26,0.1757308,0.0581917,False,False
2026-11-27,0.0465983,0.0207753,False,False
2026-11-28,0.6611564,0.3282485,False,True
2026-11-29,0.4272381,0.2248891,False,True
2026-11-30,0.2741953,0.1009192,False,False
2026-12-01,0.3424994,0.1208437,False,True
2026-12-02,0.0979293,0.0352906,False,False
2026-12-03,0.2256943,0.1187058,False,False
2026-12-04,0.248695,0.0858521,False,False
2026-12-05,0.4186438,0.2731033,False,True
2026-12-06,0.0702058,0.0511299,False,False
2026-12-07,0.2091241,0.1639951,False,False
2026-12-08,0.0237062,0.010654,False,False
2026-12-09,0.3678084,0.2854371,False,True
2026-12-10,0.516822,0.2972039,False,True
2026-12-11,0.0385341,0.0268546,False,False
2026-12-12,0.0272674,0.0188276,False,False
2026-12-13,0.0654772,0.0327576,False,False
2026-12-14,0.272521,0.0932076,False,False
2026-12-15,0.26688,0.0900703,False,False
2026-12-16,0.7591274,0.4729314,True,True
2026-12-17,0.3358717,0.2430494,False,True
2026-12-18,0.3477858,0.2681917,False,True
2026-12-19,0.2687569,0.138834,False,False
2026-12-20,0.4934893,0.2424832,False,True
2026-12-21,0.1091041,0.0822811,False,False
2026-12-22,0.1348832,0.0504889,False,False
2026-12-23,0.1827536,0.1139723,False,False
2026-12-24,0.257178,0.1387515,False,False
2026-12-25,0.1172443,0.0597497,False,False
2026-12-26,0.2332154,0.0990172,False,False
2026-12-27,0.8625533,0.2671888,True,True
2026-12-28,0.2097438,0.1132286,False,False
2026-12-29,0.4341733,0.2530473,False,True
2026-12-30,0.085722,0.0268337,False,False
2026-12-31,0.018205,0.0128408,False,False
2027-01-01,0.2364231,0.1266855,False,False
2027-01-02,0.1735169,0.0722492,False,False
2027-01-03,0.0794,0.0333938,False,False
2027-01-04,0.2315464,0.1547957,False,False
2027-01-05,0.669643,0.393647,False,True
2027-01-06,0.8161383,0.6264702,True,True
2027-01-07,0.7519399,0.3145181,True,True
2027-01-08,0.2166694,0.1038695,False,False
2027-01-09,0.2069668,0.0984833,False,False
2027-01-10,0.0497886,0.0385456,False,False
2027-01-11,0.6160565,0.4837238,False,True
2027-01-12,0.0591559,0.0188697,False,False
2027-01-13,0.1784656,0.0553179,False,False
2027-01-14,0.1028855,0.0624584,False,False
2027-01-15,0.432896,0.1682796,False,True
2027-01-16,0.6386047,0.2105978,False,True
2027-01-17,0.207315,0.0768779,False,False
2027-01-18,0.1573626,0.0759188,False,False
2027-01-19,0.2072706,0.1308022,False,False
2027-01-20,0.1042371,0.0480847,False,False
2027-01-21,0.9189733,0.4764272,True,True
2027-01-22,0.146416,0.0671525,False,False
2027-01-23,0.5191712,0.3866788,False,True
2027-01-24,0.1099112,0.0695481,False,False
2027-01-25,0.4475698,0.2985279,False,True
2027-01-26,0.0597583,0.0179812,False,False
2027-01-27,0.5234056,0.3796672,False,True
2027-01-28,0.5213183,0.2038568,False,True
2027-01-29,0.2364659,0.1432252,False,False
2027-01-30,0.0391509,0.0214583,False,False
2027-01-31,0.0317859,0.0150476,False,False
2027-02-01,0.1881323,0.1470329,False,False
